出口国,进口国,税则号,商品名称,关税
US,CN,0201200010,鲜或冷藏的带骨野牛肉,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0201200090,其他鲜或冷藏的带骨牛肉,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0201300010,鲜或冷藏的去骨野牛肉,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0201300090,其他鲜或冷藏的去骨牛肉,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0202100010,冻藏的整头及半头野牛肉,进口关税: 25.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0202100090,其他冻藏的整头及半头牛肉,进口关税: 25.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0202200010,冻藏的带骨野牛肉,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0202200090,其他冻藏的带骨牛肉,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0202300010,冻藏的去骨野牛肉,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0202300090,其他冻藏的去骨牛肉,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0203111010,鲜或冷藏整头及半头野乳猪肉,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0203111090,其他鲜或冷藏的整头及半头乳猪肉,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0203119010,其他鲜或冷藏整头及半头野猪肉,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0203119090,其他鲜或冷藏的整头及半头猪肉,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0203120010,鲜或冷的带骨野猪前腿、后腿及肉,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0203120090,鲜或冷的带骨猪前腿、后腿及其肉,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0203190010,其他鲜或冷藏的野猪肉,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0203190090,其他鲜或冷藏的猪肉,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0203211010,冻整头及半头野乳猪肉,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0203211090,冻整头及半头乳猪肉,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0203219010,其他冻整头及半头野猪肉,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0203219090,其他冻整头及半头猪肉,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0203220010,冻带骨野猪前腿、后腿及肉,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0203220090,冻藏的带骨猪前腿、后腿及其肉块,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0203290010,冻藏野猪其他肉,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0203290090,其他冻藏猪肉,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02041000,鲜或冷藏的整头及半头羔羊肉,进口关税: 15.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02042100,鲜或冷藏的整头及半头绵羊肉,进口关税: 23.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02042200,鲜或冷藏的带骨绵羊肉,进口关税: 15.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02042300,鲜或冷藏的去骨绵羊肉,进口关税: 15.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02043000,冻藏的整头及半头羔羊肉,进口关税: 15.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02044100,冻藏的整头及半头绵羊肉,进口关税: 23.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02044200,冻藏的其他带骨绵羊肉,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02044300,冻藏的其他去骨绵羊肉,进口关税: 15.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02045000,鲜或冷藏、冻藏的山羊肉,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0205000010,鲜、冷或冻的濒危野马、野驴肉,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0205000090,鲜、冷或冻的马、驴、骡肉,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02061000,鲜或冷藏的牛杂碎,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02062100,冻牛舌,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02062200,冻牛肝,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02062900,其他冻牛杂碎,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02063000,鲜或冷藏的猪杂碎,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02064100,冻猪肝,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02064900,其他冻猪杂碎,进口关税: 12.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0206800010,鲜或冷的羊杂碎,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0206800090,鲜或冷的马、驴、骡杂碎,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0206900010,冻藏的羊杂碎,进口关税: 18.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0206900090,冻藏的马、驴、骡杂碎,进口关税: 18.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02071100,鲜或冷藏的整只鸡,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02071200,冻的整只鸡,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02071311,鲜或冷的带骨的鸡块,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02071319,其他鲜或冷的鸡块,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0207132101,"鲜或冷的鸡整翅（翼）鲜或冷的两节翅（翼）鲜或冷的翅（翼）中块及杂碎或鲜或冷的鸡税目01.05所列家禽的鲜,冷,冻肉及食用杂碎",进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0207132102,"鲜或冷的鸡翅（翼）根鲜或冷的两节翅（翼）鲜或冷的翅（翼）中块及杂碎或鲜或冷的鸡税目01.05所列家禽的鲜,冷,冻肉及食用杂碎",进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0207132103,"鲜或冷的鸡翅（翼）中鲜或冷的两节翅（翼）鲜或冷的翅（翼）中块及杂碎或鲜或冷的鸡税目01.05所列家禽的鲜,冷,冻肉及食用杂碎",进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0207132104,"鲜或冷的鸡两节翅（翼）鲜或冷的两节翅（翼）鲜或冷的翅（翼）中块及杂碎或鲜或冷的鸡税目01.05所列家禽的鲜,冷,冻肉及食用杂碎",进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0207132901,"鲜或冷的鸡翅（翼）尖其他鲜或冷的翅（翼）中块及杂碎或鲜或冷的鸡税目01.05所列家禽的鲜,冷,冻肉及食用杂碎",进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0207132902,"鲜或冷的鸡膝软骨其他鲜或冷的翅（翼）中块及杂碎或鲜或冷的鸡税目01.05所列家禽的鲜,冷,冻肉及食用杂碎",进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0207132990,"其他鲜或冷的鸡杂碎其他鲜或冷的翅（翼）中块及杂碎或鲜或冷的鸡税目01.05所列家禽的鲜,冷,冻肉及食用杂碎",进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02071411,冻的带骨鸡块,进口关税: 0.6 PER KG 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02071419,冻的不带骨鸡块,进口关税: 10.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0207142101,"冻的鸡整翅（翼）鲜或冷的两节翅（翼）鲜或冷的翅（翼）中块及杂碎或冻的鸡税目01.05所列家禽的鲜,冷,冻肉及食用杂碎",进口关税: 0.8 PER KG 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0207142102,"冻的鸡翅（翼）根鲜或冷的两节翅（翼）鲜或冷的翅（翼）中块及杂碎或冻的鸡税目01.05所列家禽的鲜,冷,冻肉及食用杂碎",进口关税: 0.8 PER KG 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0207142103,"冻的鸡翅（翼）中鲜或冷的两节翅（翼）鲜或冷的翅（翼）中块及杂碎或冻的鸡税目01.05所列家禽的鲜,冷,冻肉及食用杂碎",进口关税: 0.8 PER KG 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0207142104,"冻的鸡两节翅（翼）鲜或冷的两节翅（翼）鲜或冷的翅（翼）中块及杂碎或冻的鸡税目01.05所列家禽的鲜,冷,冻肉及食用杂碎",进口关税: 0.8 PER KG 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02071422,冻的鸡爪,进口关税: 1.0 PER KG 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0207142901,"冻的鸡翅（翼）尖其他鲜或冷的翅（翼）中块及杂碎或冻的鸡税目01.05所列家禽的鲜,冷,冻肉及食用杂碎",进口关税: 0.5 PER KG 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0207142902,"冻的鸡膝软骨其他鲜或冷的翅（翼）中块及杂碎或冻的鸡税目01.05所列家禽的鲜,冷,冻肉及食用杂碎",进口关税: 0.5 PER KG 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0207142990,"其他冻的食用鸡杂碎其他鲜或冷的翅（翼）中块及杂碎或冻的鸡税目01.05所列家禽的鲜,冷,冻肉及食用杂碎",进口关税: 0.5 PER KG 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02072400,鲜或冷的整只火鸡,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02072500,冻的整只火鸡,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02072600,鲜或冷的火鸡块及杂碎,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02072700,冻的火鸡块及杂碎,进口关税: 10.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02074100,鲜或冷的整只鸭,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02074200,冻的整只鸭,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02074300,鲜或冷的鸭肥肝,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02074400,鲜或冷的鸭块及食用杂碎,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02074500,冻的鸭块及食用杂碎,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02075100,鲜或冷的整只鹅,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02075200,冻的整只鹅,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02075300,鲜或冷的鹅肥肝,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02075400,鲜或冷的鹅块及食用杂碎,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02075500,冻的鹅块及食用杂碎,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02076000,鲜、冷、冻的整只珍珠鸡、珍珠鸡,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02081010,鲜或冷的家兔肉,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02081020,冻家兔肉,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0208109010,鲜、冷或冻濒危野兔肉及其食用杂碎,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0208109090,鲜、冷或冻家兔食用杂碎,进口关税: 20.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,02083000,鲜、冷或冻的灵长目动物肉及食用杂碎,进口关税: 23.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0208400011,"鲜、冷或冻的濒危海豹、海狮及海象（鳍足亚目哺乳动物）的肉及食用杂碎鲜、冷或冻的海豹、海狮及海象（鳍足亚目哺乳动物）的肉及食用杂碎鲜、冷或冻的鲸、海豚及鼠海豚（鲸目哺乳动物）的；鲜、冷或冻的海牛及儒艮（海牛目哺乳动物）的；鲜、冷或冻的海豹、海狮及海象（鳍足亚目哺乳动物）的肉及食用杂碎
其他鲜,冷,冻肉及食用杂碎",进口关税: 23.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0208400019,"鲜、冷或冻的非濒危海豹、海狮及海象（鳍足亚目哺乳动物）的肉及食用杂碎鲜、冷或冻的海豹、海狮及海象（鳍足亚目哺乳动物）的肉及食用杂碎鲜、冷或冻的鲸、海豚及鼠海豚（鲸目哺乳动物）的；鲜、冷或冻的海牛及儒艮（海牛目哺乳动物）的；鲜、冷或冻的海豹、海狮及海象（鳍足亚目哺乳动物）的肉及食用杂碎
其他鲜,冷,冻肉及食用杂碎",进口关税: 23.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0208400020,"鲜、冷或冻的鲸、海豚及鼠海豚（鲸目哺乳动物）、海牛及儒艮（海牛目哺乳动物）的肉及食用杂碎鲜、冷或冻的鲸、海豚及鼠海豚（鲸目哺乳动物）的；鲜、冷或冻的海牛及儒艮（海牛目哺乳动物）的；鲜、冷或冻的海豹、海狮及海象（鳍足亚目哺乳动物）的肉及食用杂碎
其他鲜,冷,冻肉及食用杂碎",进口关税: 23.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
US,CN,0208500010,"鲜、冷或冻的濒危爬行动物肉及食用杂碎鲜、冷或冻的爬行动物肉及食用杂碎其他鲜,冷,冻肉及食用杂碎",进口关税: 23.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 9.0 % (CIFD + CONSUMPTION_TAX)
